`Date,Text,Score,Username
2025-04-04 14:49:38,sering bug di tambah player nya banyak yang beban jadi males main kalo kaya gitu,3,Akhmad Miftahudin
2025-04-04 14:49:08,monton bendirin lh server lag mulu main jma8-10 malam,2,Jamal
2025-04-04 14:48:35,game mulai rusak:'),3,Khinay Rrf03
2025-04-04 14:48:23,hapus drak sistem!..,5,Fahad Faha
2025-04-04 14:47:54,seru,5,Rahmat Faujan
2025-04-04 14:47:09,semenjak update jadi lag mulu,1,Shinzu
2025-04-04 14:47:01,makin lag setelah update,1,GILANG ADI SAPUTRA DRIVER
2025-04-04 14:46:27,sangat bagus sayang nya tidak bisa mengganti lobby nya,5,Adzan Gacor
2025-04-04 14:46:08,🤠🤠,5,Fanka Ise
2025-04-04 14:46:05,game nya sangat bagus dan grafik nya hd bgt,5,Muhammad Affa rizky
2025-04-04 14:44:46,"moonton kalo gak mau banyak orang yang main MLBB mending hapus aja gamenya atau bubarkan kantor moonton saya merasa sangat terganggu dengan kredit skor. saya memiliki 92 kredit skor, lalu saya main RANK, didalam game saya afk selama 3-4 menit dan pas game selesai saya yang harusnya jadi ""MVP"" malah dapat title ""AFK"". dan saat selesai kredit skor saya dikurang 4 dan menjadi 88 mohon tambahin peningkatan kredit skor harian minimal 5, jan cuma yang kredit skor 100-an doang yang bisa dapat banyak",1,Farel Linggau
2025-04-04 14:43:34,"tolong lah admin perbaiki sinyal nya main lama2 kagak enak sinyal jelek trs padahal jaringan aman,mohon perbaiki sinyal jng skin yg di perbanyak terus sinyal tolong di perbaiki mohon pihak ml.",4,Harisma Dwi maulana
2025-04-04 14:43:23,"klo ngasih tim yang imbang dong, msa main kalah trs,main geam bukanya bikin seneng mlh bikin setres",1,Ferdi Setiawan
2025-04-04 14:43:02,Perbaiki Masalah Jaringan Dan Fix Bug Rank,5,Arik Baihaki
2025-04-04 14:42:57,I dont like this game,4,khlftye
2025-04-04 14:42:34,"Hebat,Game Ini Sangat Ramah Saya sangat Suka Dengan Game Ini",5,Abri Sanz
2025-04-04 14:42:30,permainan'nya sih udah ok... tapi sayang sistem moonton parah selalu di pertemukan sama player GG masak GK bisa di saring gimna win rate kita.... paraaah... agak kecewa,5,Lalu Aryadi Aryadi
2025-04-04 14:41:42,mengapa voice saya tidak bisa cuma ada sdk voice sedang diperbarui tunggu 2 menit lagi ini udah 2 bulan gak bisaa tolong lah monton diperbaiki lagi,2,Beni Gufron
2025-04-04 14:41:09,apalah ini game nyari gara gara apa gimana gua kalo main ketemu tim dark system sedang kan musuhnya jago jago gua lose treak sampe 30 kali coba dari epic turun gm apa apaan coba ni game gak pernah dikasih win streak kalo masih gitu ni game gua hapus dah,1,Hezza Alfath
2025-04-04 14:40:43,skin nya,5,Ahmad Thobroni
2025-04-04 14:40:33,"saya saat bertanding saya tidak pernah di hargai selalu di kasi rating jelek, moonton tolong rating saya dengan bagus dan hargailah pertandingan player mlbb",2,Fans PSGandMadrid
2025-04-04 14:40:29,ga bisa main bang monnton tolong akun saya nama akun nya gg evos 01,1,Abdus Salam
2025-04-04 14:40:16,game payah,1,Ahmad Kahfi Ramadhani
2025-04-04 14:40:00,Sering Deafeat,1,Hasan
2025-04-04 14:39:48,game jelek suka ngebug gajelas giliran relog ga mau masuk lol gaje perbaiki dulu game/server nya game rusak mana suka ngasih DraKSisteM lagi,1,Ramadhan Baqir
2025-04-04 14:39:41,ini game bagus cuma banyak dari sistem tolong gu lostrek gara gara ini,5,Deril Junior
2025-04-04 14:39:05,game rusak,1,Charles Armada
2025-04-04 14:38:06,"tinggal sebentar dihitung afk, game idiot",1,JOSS SUSU
2025-04-04 14:37:48,"min tolong dong, kenapa ml saya ga bisa di buka. cuman mentok di sceeen mobile legends nya doang. ini kenapa",5,Budi Yanto
2025-04-04 14:37:01,"Game penuh dengan orang"" tolol",1,Irvan Margadinata
2025-04-04 14:36:14,game paling buruk di play store ini game gak saat main aja tim beban terus di kasi soal event 1 penderitaan player gak di tanggapi buat event aja percuma penderitaan player aja gak di tanggapi,1,Hssg Hssgs
2025-04-04 14:35:53,ganti patch baru bukan nya makin bagus malah makin jelek aja lag lag ga jelas padahal sinyal bagus woi montoon gimna ini,2,Insomnia Coffe house
2025-04-04 14:35:39,cukup bagus dan menyenangkan,4,Markus ependi Ependi
2025-04-04 14:34:34,tidak baik bagi kesehatan mental,1,Kelvin Adya
2025-04-04 14:34:25,game ga ada aklahk gua legen fi tabrakin sama mantan imo,1,Popong rifqi Muhamad
2025-04-04 14:33:43,gemnya sangat bagus dan unik karakternya juga sangat bagus 💖💖💖,5,Yellow Girl
2025-04-04 14:33:39,I have played mobile legend since my childhood but I think it's falling apart because of the heroes aren't getting creative there no unique thing about the new heroes there the part of this game that makes it fun please get more creative the recent hero kalea it's good but there's no unique stuff in it it's just stun and the metas idk what you did but it's getting pretty boring and changing so slow so switch something up a bit thank you,4,Napo Leon
2025-04-04 14:32:51,👍,5,Gampa Itel
2025-04-04 14:32:47,"ini kenapa gk bisa masuk cuma ngestuck di layar hitam tulisan moble lajen bngbng erorr kh server, sy cek di tiktok ternyata bnyk juga yang ngalami",2,fatimah imah
2025-04-04 14:32:45,bagus,5,Merpati.gunung
2025-04-04 14:32:13,inih game sangat bikin emusi asli gw main rank epic kalah 39kali menang 5 kali itu pun aku main 2 JM berturut-turut asli BKIN emusi tim mainnya gabisa main buang buang kuota asli inih game ga jelas BKN emusi gw kasi 1bintang 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,halidi. sadboy
2025-04-04 14:32:09,seru + gak ngelek + realistis,5,Marchel Anderson
2025-04-04 14:31:57,gamenya seru bangettttt mungkin tanpa game ini aku akan bosan,5,Back Tiar
2025-04-04 14:31:54,game seru sangat bagus untuk menghabiskan waktu luang,5,Yafa Aprillio
2025-04-04 14:30:50,bagus,5,Nashih Thoha
2025-04-04 14:30:38,hasil pertandingan tidak muncul,1,Fayola Ogi Yolanda
2025-04-04 14:30:19,game burikkkkkkk dark system muluuu,1,Haikal Wijaya saputra
2025-04-04 14:30:01,agak malesin gak kompak punya tim,5,muhammad ridho
2025-04-04 14:29:50,gamenya lumayan bagus tapi minusnya tapi kameranya nggak bisa digeser-geser apa ditundukkan ke bawah 🙂,4,Al Ibra
2025-04-04 14:29:34,"game yang sangat tidak menyenangkan,pencarian matching yang tidak adil,musuh tidak seimbang dan banyak bug terjadi,contoh Franco hook sudah pas tapi malah tidak kena,tolong penjelasannya moonton,diperbaiki atau saya sumpahin bangkrut",1,Banyu Bening
2025-04-04 14:29:28,nih developer males kah buat ngebenerin server nya ? dari kemarin tuh jaringan lag Mulu,2,Alip
2025-04-04 14:29:17,"Mobile legend sekarang ga sebagus dlu kebanyakan skin aja tp kualitas permainan ga sebagus dlu.. tolong d bagusin lagi lah, jangan cuma skin ajaa d banyakin..",1,Lativa Jufria
2025-04-04 14:29:15,sangat seru,5,Nur Haeina
2025-04-04 14:28:59,buruk di dalam dark sistem dan buruk seleksih bettel feli player war di semua rank buruk semua rool mad juga meta map dicurangi semua map meta di bettel. ini salah satu cerita mantan player,1,Google Janji
2025-04-04 14:28:27,oke pas untuk war mantap ini gem seru sekali silakan kalian download ini gem lo,5,Siti Afiyah
2025-04-04 14:28:05,"banyak dark system, tim kita gak respect,tim musuh jago tim sendiri malah ngetrol jadinya bintang turun terus perbaiki lah agar kita ketemu player yang skilnya sama Ama kita jangan tim sendiri bot tapi tim musuh jago udh mau naik eh kalah lagi gara gara timnya ngetrol,gak mau rotasi gak mau pus turet gimana sih ni game. Tolong diperbaiki ya MOONTON",3,Alden Annafis
2025-04-04 14:27:51,Fanny gacorrrrrrrawrrrrrr,1,Ifa Ah
2025-04-04 14:27:46,banyak dark system monton,1,Beni Saputra
2025-04-04 14:27:36,"game buruk, hero Cici di buff, hero fanny terlalu lincah, hero kalea terlalu tebal seharusnya kalea wajib jadi roamer bukan exp gua males di angkat angkat melulu, gua pake Argus pula early bisa apa gua, nunggu late game lama moonton. dan juga mana fanny harus makin boros damage fanny gak apa apa sakit yang gua mau mana fanny sangat boros ini game buruk (sangat sangat buruk 10/100) sepuluh dari seratus.",1,Andik Soeprapto
2025-04-04 14:27:06,game bagus ngehilangin stres bagus lah pokok ny,5,Said Fayza
2025-04-04 14:26:59,melaporkan seseorang yg telah melakukan kesalahan tpi malah di anggap tidak melakukan kesalahan sistem laporan tidak masuk kriteria 🫵🏻👎🏻,1,Samsung Redmi
2025-04-04 14:26:26,good,5,Redmi A5
2025-04-04 14:26:15,"matchmaking tidak ADIL, dan sengaja membuat tim/player yg win streak diharuskan kalah. dengan cara diberikan teman tim Dgn Win rate sangat rendah, namun di tim lawan justru Win Rate tinggi semua. DARK SYSTEM IS REAL",1,Hiskia Armendo Simanjuntak
2025-04-04 14:26:08,game nya mantap,5,Vanzz God
2025-04-04 14:25:54,"muntun kasihanilah player solo karena solo itu melelahkan, kami rela bermain ml walau solo tpi hendaklah kau memberi kita ws 😊",3,Putri Putri
2025-04-04 14:25:07,emang sih ga pernah bosen mainin ni game udah di hapus download lagi gitu seterusnya tapi Hero nya jadi gampang dimainin istilah mah low mechanic,4,Rhaditya septiansyah Hidayat
2025-04-04 14:24:56,GAME BURIIKKKK MAIN GAME INI CUMA NAMBAH DOSA DOANG SYSTEMNYA UDAH ERROR,1,Miftah Nafisah
2025-04-04 14:24:50,"game buruk, dari dulu sampai sekarang ga pernah ngerasain kemengan. terus aja kalah. mudah²an ini game ga laku di masa depan. ngebosenin, game yg ga adil",1,Nurjaman Yusup
2025-04-04 14:24:49,"seruu bangett, Hero heronya bagus bagus lagii. Tapii kadang nyari Pertandingan nya lama bangett, pernah waktu itu 3 menitt , kadang suka bug, Tapi Overall udah bagus bangett....",4,Sekar Anindya
2025-04-04 14:24:10,Game makin lama makin rusak... pleyer solo d buat susah dari pada main mabar,1,Ribut Mardiyanto
2025-04-04 14:24:05,tolong diperbaiki gamenya karna ms bagus tapi lag nya minta ampun tolong diperbaiki ya moonton,2,Cay Ziel
2025-04-04 14:23:22,game ya bagus sih enak gitu kalomabar,5,Remyang 1234
2025-04-04 14:23:17,"sinyal buruk saat dalam game, kurang memuaskan gamenya lebih baik maen game laen aja, makin lama makin rusak aja game mlbb",1,Adefeti Laia
2025-04-04 14:22:34,game sejuta umat,5,Gebol Gebol
2025-04-04 14:22:23,"game nya sampah,,awal awal doang bagus dan menyenangkan itu cuma trik moonton bngsat buat kecanduan playernya lama lama gamenya gak jelas terutama di keseimbangan battle matchmaking kita akan di pertemukan dengan Dark sistem jika nekat solo",5,Kadek Prayoga
2025-04-04 14:17:21,game nya seru namun harus sabar dengan tim yang sok belagu,5,Ramdan Sirojudin
2025-04-04 14:17:09,"game jelekkk jelekkkk Player nya gajelas, rank honor di kasih tim epic jelekk bangett game ga rekomendasi, pemilihan tim nya gajelass banget cuy dark sistem semua",1,ranggaa
2025-04-04 14:15:26,jangan mainkan geme ini. geme ini hanya membuat Anda ster,1,M Hamdani Akbar
2025-04-04 14:13:46,Banyak drag sytem ireng,1,Maulana Aditya
2025-04-04 14:13:36,"plis lahh moonton,saya main mau rank atau cl tuhh dapet tim ga masuk akal mulu,yang adil gitu ngasih tim nyaa lohh kasihan yang solo termasuk saya juga,kalo kaya begini terus jadi males mau top up kalo tim nya begitu min puluhan juta saya habisin di situ kesenangan50% kegilaan 50%😹",3,Rizz Zyy
2025-04-04 14:13:17,mets meking yang gak seimbang sama jaringan yang dari tahun 2016 yang gak pernah setabil... reting nya aja udah turun gara gara terlalu mementikan iven dari pada ingame,2,MR Clover
2025-04-04 14:13:05,Monton gak jelas kda ku kil 10 mati 4 asis 4 moonton,1,Lupaa Lupa
2025-04-04 14:12:32,"Woy babi, game ini sering sekali ngeleg padahal sinyal bagus, dan HP saya cuma 1 game isinya di HP infinix note 40...perbaiki game nya",1,Ferrel Ebinzo
2025-04-04 14:12:13,"woila kocak tiap habis 2/3 match selalu aja kesalahan jaringan,padahal bagus bagus aja,oi moonton bagusin lah kocak,sistem pembagian tim nya bagusin,buat game tuh niat dikit lol",1,Satou Sadvibes
2025-04-04 14:12:09,seru game nya,5,Ade maghfur Ramdani
2025-04-04 14:11:43,mobile legends sangat seru karena bisa dimainkan tanpa internet,5,Zazkia Despita
2025-04-04 14:11:41,b aja,4,Tania Nur
2025-04-04 14:11:08,banyakin skin geratis lagi skin epic,5,fayez sholeh
2025-04-04 14:10:54,"terlalu banyak player yang tidak mengerti bermain namun,mencapai rank atas.mungkin bisa menambahkan sistem untuk menurunkan rank player yang tidak terlalu mengerti bermain karna ini adalah permainan 5vs5 jika 1 tidak mengerti maka tim akan menjadi kacau dan juga harus memberikan sanksi lebih besar jika melakukan feed,seperti di ban selama 1jam",1,dimy
2025-04-04 14:10:45,Gamenya seru,3,Aditia Sembiring
2025-04-04 14:10:39,emel kwontholl mwemwek dark sistem semua,5,AZKA Azim
2025-04-04 14:10:05,Game nya yah lumayan bagus tapi tolong bug nya di ilangin pas main tiba tiba jaringan nya putus putus padahal data nya masih banyak malah jaringanya putus putus dan juga suka ada player yang gk bisa main udah sih tu aja,4,adi
2025-04-04 14:08:59,game nya banyak dark sistem,1,Dzaky Khalfani
2025-04-04 14:08:47,sangat menyenangkan,5,"Mardian, Aji"
2025-04-04 14:07:51,Grapiknya bagus tapi ko keluar sendiri malah login ulang tolong di perbaiki ya,4,Tasya wilona Wilona
2025-04-04 14:07:40,makin ke sini makin parah,1,Todi Apchea
2025-04-04 14:07:11,seru tapi bikin depresi dan sering eror ( tolong di perbaiki ke eror an nya yaa ),4,Baca Novel
2025-04-04 14:07:02,"betulin draft pick, tim penghuni asli epic tapi musuh ex glory / imo",1,Darenn
2025-04-04 14:06:15,DARKSISTEM ini game padahal sinyal bagus tapi ngeleg apaan main juga kalah menang kapan naeknya huhhhhhhh buang buang waktu lah bukan nya tenang malah naik darah😑😑😑😑,1,Rivals Rasta Uchiha
2025-04-04 14:05:33,game ini bikin saya stres,4,Axel Yasri
2025-04-04 14:05:23,Player nyaa hewann semuaa guyzz,1,Daniswara Wicaksono
2025-04-04 14:05:07,Mantap! dikasih win streak! ini lah developer idaman selalu ngasih win streak ke playernya! teruskan win streak nya ya developer setiap 7 bintang nambah aku tambahin ratingnya 1 bintang -Nickname:Alta suka yapping:p,4,Altaa Anjay
2025-04-04 14:04:57,kenapa ya sekarang ml ngeleg terus ???,1,Mochamad Hanafi
2025-04-04 14:04:42,bagus,5,Hendrisitorus
2025-04-04 14:04:40,"Kenapa jika winrate match diatas 60%, jika main solo akan kalah terus menerus hingga winrate dibuat turun drastis? Padahal seringkali kita main serius hingga mvp ditengah team yang feeder & afk? Kenapa jika kita sudah tau kalah dengan team lawan sebelumnya, kita dipertemukan lagi dengan lawan yang sama dengan match sebelumnya dan terjadi kekalahan berulang?",1,Saska RF
2025-04-04 14:04:24,tolong dong di perbaiki game nya setiap di dalam pertandingan ngeleg trus pdhal sinyal bgus,3,Regina Rahayu
2025-04-04 14:03:59,game ini bagus dan hero-hero nya juga mantap banget,5,Fakhri Athallah Zabadi
2025-04-04 14:03:39,"GAME TIDAK RAMAH, SETIAP MAIN KENA DRAK SISTEM MULU, GILIRAN NGEGENDONG MUSUH PRO TIM BOT GK BISA MAIN, BUAT KALIAN YANG SABARNYA SETIPIS TISU MENDING GAK USAH MAIN, GAME INI COCOK UNTUK DARAH RENDAH KARENA DENGAN MAIN INI DIJAMIN DARAH ANDA LANGSUNG NAIKK KE LANGIT, GAME YANG SANGAT MENGURAS TENANG, LOSE STREAK MULU KAPAN MENANGNYA. UBUR UBUR IKAN LELE HAPUS AJA LEE",1,Nabila
2025-04-04 14:02:53,oke..... mantap..... keren habis,5,herman syahruddin
2025-04-04 14:02:41,woy monton servernya di benerin lah monton,5,Husni Mubarok
2025-04-04 14:02:40,KALO MAU STRES AYO MAIN GAME INI :),1,Jaki april 34
2025-04-04 14:02:34,mntabbbb,5,Ya Yan
2025-04-04 14:02:00,tolong beri lawan yang adil lah moonton,1,Si blek
2025-04-04 14:01:22,ok,5,Ibnu Syaputra
2025-04-04 14:01:09,game sampah kikir bintang,1,HASNA04 Nana04
2025-04-04 14:00:48,"mohon maaf nih Monton, saya kasih bintang tiga dulu nanti kalau udah bener baru saya kasih bintang 5, tolong di perbaiki lagi soal masalah sinyalnya masak buka wa,TT sama game lain lancar giliran main rank malah malah ngelek padahal sinyalnya bagus. sekali lagi tolong di perbaiki, setelah itu baru bintang 5",3,m fikri Syabani
2025-04-04 14:00:32,jan instal deh kalo ga mau stres mending donwload hok,1,Abdul Halim
2025-04-04 13:59:46,gak guna,1,hamdi norman
2025-04-04 13:59:22,"tidak adil dalam membagi team, saya dapat tim drak sistem terus",1,Abawa
2025-04-04 13:58:36,kau endak atun gaya bermain suatu haru bagal meyesal kau,1,Fajar Revaldo
2025-04-04 13:58:13,Ok,5,M Rendi
2025-04-04 13:57:17,"wah keren banget ini game gw menang 1x, kalah nya9x gokill sih",1,ilda Saputra
2025-04-04 13:56:46,Burik,5,Andri Mulyanto
2025-04-04 13:56:31,monton anying bnyk draksistem,1,IpuL Ipul
2025-04-04 13:56:23,game nya banyak drak sistem malas main juga teman teman jangan download game ini ya,1,Muhammad Irwansyah
2025-04-04 13:56:03,"game tolol, kalah mulu dapat tim noob, machmaking gak seimbang",1,Andeh Applung
2025-04-04 13:55:59,"seru, tapi suka dikasih tim yang ga seimbang. apalagi pas mau nyetuh rank tertentu, auto losetreak",2,Kayla Azalea
2025-04-04 13:55:23,"au ah nggak jelas nih game, ganti foto PP aja malah melempar ke lobby trs",1,Ardhika Yudha
2025-04-04 13:55:15,ml seru saya nyeselin ada musuh gak ada jaringan merah atau kuning gak ada sinyal hijau,5,Mas Handizan
2025-04-04 13:54:08,makin update bukannya makin baik.. malah tambah buruk.. sinyal lag gk ngotak.. padahal buka AKP lain biasa² aja aman² aja.. tolong secepatnya di perbaiki lah tod montodd,2,Ramadani _
2025-04-04 13:53:58,"sangat mantap ,tapi klo turun rank bikin emosi sendiri",5,Chandra ardian Wijaya
2025-04-04 13:53:44,Mobile Legends tolol kalo afk menang ngga dapat bintang kalo afk kalah bintang nya kurang kocag,1,Lynzz anjayy
2025-04-04 13:53:25,game ini sangat seru tapi playernya afk mulu,5,Jawawi Imron
2025-04-04 13:53:08,Game moba terbagus sih menurutku cuma pembagian tim nya aja yg tidak masuk akal... rate 50/100,1,Ramu Dask Wnk
2025-04-04 13:53:07,Seru bangett tapi lord nya yang pertama darah nya harus sedikit😁😁,1,Lena Luspita dewi
2025-04-04 13:52:20,"Halo min, kenapa kalo main rank pasti kalah terus, tapi menang nya cuma sekali abis itu kalah lagi? Mohon lebih adill!! ( kalo gini mending pindah game sebelah)",1,Alfian Nurfi
2025-04-04 13:52:16,timnya ngetroll ngga tau main musuh timnya jago sedangkan tim sendiri ngga tau main,1,G jiu Yukio santo
2025-04-04 13:52:06,tolong perbaiki jaringan nya game ini kenapa setiap kali mau war malah selalu di kasih patah patah padahal jaringan bagus 4G..kayak hp kentang padahl ram 8 sinyal kuat kenapa selalu patah patah..... jika tidak ada perubahan dalam mengeloah game ini mungkin player banyak yang berpindah moonton,2,Wellcom Selamat
2025-04-04 13:51:38,tolong bet buat montod soal jaringan nya lah woii dibaca ya punya game kgk di rawat dahlah,2,fahritino af
2025-04-04 13:51:24,"game yg sdh tidak bagus, selalu dpt tim yg beban, gk imbang dengan lawan. payah. kadang nge lag sendiri padahal jaringan bagus. auto uninstal. bikin kurang menyenagkan lagi game ini",1,yunus Lase
2025-04-04 13:50:58,sekin bagus dikasih trial juga dikasih bagus tapi ini makin lama main kok tim kek gak bisa make Hero ada yang mau menang sendiri coba dibuat kaya hok cuma bisa kasi satu jangler ini mala empat jangler ada yang mm malah ikutan jangler sumpah ini aku hapus ml karna pemainnya mau menang sendiri tolong buat kaya hok dibuat satu² tempat biar adil ka sekian terimakasih,3,Andre Andreas
2025-04-04 13:50:36,hilang kan dragsistem,5,Mawa Dewi
2025-04-04 13:50:31,Sebuah Karya sampah yang Penuh dengan kepalsuan,1,David Halim
2025-04-04 13:50:19,kenapa gw kena afk padahal gw maen tot,1,Akbar Wardiyanto
2025-04-04 13:50:01,menurut gw sih bagus ya game nya tapi mas montoon tolong hilangkan bug Hero chip dong setiap kali main ada musuh pake Hero chip terus dia pake bug Hero chip itu bikin semua player kesel banget tim fight nya udah bagus malah kalah karena jaringan tolong di hapus ya🙏🙏,4,Ade Kusnadi
2025-04-04 13:49:14,game nya bagus dan keren,5,Mbak Marliyah
2025-04-04 13:48:55,sinyalnya ganggu banget si udh gonta-ganti kartu tapi sama aja!,1,Tiara Nurhidayah
2025-04-04 13:48:33,mantok,5,Labu Labu123
2025-04-04 13:48:28,𝘂𝗱𝗵 𝗺𝗮𝘂 𝗲𝗽𝗶𝗸 𝗺𝗹𝗮𝗵 𝗱𝗮𝗽𝗲𝘁 𝗺𝘂𝘀𝘂𝗵 𝘆𝗴 𝗷𝗮𝗴𝗼 𝗷𝗮𝗴𝗼 𝗻𝗷𝗶𝘀,1,Rafilah Rifa
2025-04-04 13:48:23,menang 1 kali terus mainlagi gak pernah menang gem apane ini,1,Ervi Yanita
2025-04-04 13:47:22,aku teruss kalah aku mau tidurrr oiiyah dan juga mobilegends kasih aku tim draksistem aku udah menang mai ranked ehh tiba tiba malah koneksi internet dan aku gak naik bintang ku pas ku priksa internet ku rupanya aman aman aja kok plis play store ini game kekmana sih gua lagi main ranked eh ketemu saber roam dan ini juga sering ngeleg plis lah play store perbaiki dulu game ini ya plis bilang sama montombiar gak dapat tim draksistem pliss awas lu gua tandain. lu montom oke plissss awas lah g,1,Richart D Purba
2025-04-04 13:46:42,"game leg game, bug nya tolong di perhatikan gak mungkin jaringan gw yang salah gw make wifi cuman 3 orang gak mungkin ngeleg wifi gw benerin dong sistem nya mls gw main ml lagi kalau gini mana itu akun jokiian orang ,gw merasa bersalah gini jadinya sedangkan gw cari uang di sini tapi lu malah memperlambat kalau store joki gw jadi gak bagus di orang orang lu mau tanggung jawab hah kesel banget",1,Fadil Hitammanis
2025-04-04 13:46:16,permainan nya bagus gak ngeleg sama sekali tapi tapi kadang kadang susah untuk loading men cari pertandingan,5,Bambang Wahyu
2025-04-04 13:45:44,Game yg bagus untuk dimainkan di bulan puasa,5,Fatah Ajah
2025-04-04 13:44:41,"Halo monnton,ini game nya drak sistem mulu ....tolong kasi yg bisa gendong....",3,Natalia Serli
2025-04-04 13:43:48,game burik gk usah didownload signal bagus juga ngeleg terus bikin gk enak maen,1,Syarif Hidayatulloh
2025-04-04 13:43:45,apasih baru main dikasih bot mulu,1,O Greg
2025-04-04 13:43:44,Makasih Atas Kantor Mlbb Telah Membuat Game Ini Karna Selalu Dikasih Diamond Sama Pemilik Mlbb Terimakasih Banyak Ya Montoon Gamenya Bagus Banget Habis Itu Dikasih Skin Bagus Banget Dinaikin Mudah Baru 2 Jam Langsung Imortal Bintang Full Makasih Banyak Ya Mlbb Karna Telah Memberi Yang Terbaik Aku Kasih Bintang 5 👍👍👍👍👍👍👍👍👍👍👍,5,Habibie Arsyaf
2025-04-04 13:42:50,"tolong kalau player baru jangan di kasih Hero maksmens atau assassin, bikin beban permainan, bikin bad mood player baru di kasih Hero power, minimal player baru di kasih tank atau suprot biar kita player lama bisa enak mainnya, sudah maksmens tapi tolol, game ampas tidak pernah mau mendengar keluh kesah player lama",1,r g
2025-04-04 13:41:51,kenapa harus ngelag?!?!?!?!?!?!?!?!?!?!?!,2,rizvi sensei
2025-04-04 13:41:37,Maslah jaringan jaringan gua kencang tapi masih leg sinyal nya kalo main tolong di perbaikin apalagi pas lagi war tiba tiba jaringan kuning kah merah lah,4,FANS ANIME 01
2025-04-04 13:40:55,game ini bagus. saya mau main game ini. karena saya pemain pemula.,5,Mahesa Sahesa
2025-04-04 13:40:44,gak jelas lama lama ditinggal sebentar gamenya atau hanya masalah jaringan langsung di laporkan afk bahkan hanya vs AI dan dalam keadaan team menang.MOHON UNTUK DI PERBAIKI,1,Daun Kering
2025-04-04 13:40:28,"Apalah invalid tapi bintang ngurang, se team ama bot, musuh di atas rank",1,elpzyxvi03
2025-04-04 13:40:26,ku suka game ini,5,Sharel Sandia
2025-04-04 13:40:07,gw main lagi lagi ketemu drak sistem lagi lagi ketemu drak sistem gw cape monton gw gendong gendong Mulu ini mah game membuat gw stress I'm playing again and I meet Drak Sistem again I meet Drak Sistem. I'm tired of watching. I'm carrying Mulu. This game makes us stressed.🫵👿,3,Refan Azahri maulana
2025-04-04 13:39:41,"sangat bagus,",5,Husni Maulana mubaroq
2025-04-04 13:39:35,game gajelas,1,Faiz Ar rasyid
2025-04-04 13:39:32,Game GK guna GK jls ketemu drak sistem Mulu,1,Supriatman
2025-04-04 13:39:29,monnton napa sih akhir² ini sering ngeleg padahal jaringan aman hp aman apalagi coba ngelegg monnton,4,Alamsyah rizki
2025-04-04 13:39:17,legg Mulu padahal jaringan baguss,1,Fauzinadhir 1324
2025-04-04 13:39:12,"game nya bagus , tpi jaringan makin berat walaupun sinyal bagus",5,Roni 1922
2025-04-04 13:38:41,banyak dark sistem,1,Azam Pratama
2025-04-04 13:38:26,game aneh benerin tuh sinnyalnya biar gua buat tuh reting jadi 5 bintang benerin tuh sinnyal nya masa jaringan hijau ngeleg aneh.,1,anzzxy
2025-04-04 13:38:02,Ok,4,Saepul Heri
2025-04-04 13:37:30,"tim beban ,musuh pro,gk bagi menang moonton dh tau mau deket mythic ahh, tapi eventnya bagus bagus😁",3,Ilham Tanjung
2025-04-04 13:37:16,Game rusak parah gausah di download game pembuat stressss,1,Ryomen 123
2025-04-04 13:37:12,seruu,5,Bana Kancil21
2025-04-04 13:37:04,"minn , kurangi drak sistem nya ya",5,Hendra Setiawan
2025-04-04 13:37:03,"untuk moonton tolong di perbaiki tentang masalah jaringan yg ada di ml, karna sangat menggangu saat bermain",1,Putu Angreni
2025-04-04 13:36:28,"bisa gak montoon dapet tim yang benerr jangan yang gak jelas mulu mainnya,,, sia sia top up mobile legend klo gini mulu cape main udah habis2san tetep ujung2nya kalah karna dapat tim yang dark aystem mulu",1,Agus Salim
2025-04-04 13:35:32,saya sangat suka game ini,5,Berkat Mandiri
2025-04-04 13:35:10,"saya sudah mengganti negara di akun play saya, tetapi metode pembayaranya belum terganti ke metode pembayaran di negara yang saya pilih!",1,apa jall
2025-04-04 13:34:59,"Jujur untuk bagian matcmacking in game masih sangat amat kurang imbang tapi menurut saya kerugian yang di dapat tidak seberapa namun yang memiliki kerugian yang sangat amat besar adalah tentang keamanan akun. Akun saya baru baru ini di ambil oleh seseorang dengan amat mudah namun saya masih dapat mengakses akun tsb, tetapi pada saat saya menghubungin cs (customer service) dalam hal merespon sangat amat lambat padahal player / customer yang memainkan game tsb sedang kesulitan, semoga mengerti.",2,CBS gaming
2025-04-04 13:34:56,game moba yang seru,5,Zoro Vans
2025-04-04 13:34:24,sinyal nya tolong masa sinyal hijau tetep aja lag,3,Reza Ihsan
2025-04-04 13:33:57,game tolol,1,dede mulyana
2025-04-04 13:33:34,Males Ketemu Dark Sistem setiap kali mau ke legen 2 pasti ketemu dark sistem kalahnya 2 menang 1 emang mending honor of kings aja,2,Erik Markues
2025-04-04 13:33:24,seru ya main nya,5,Aminah Minah
2025-04-04 13:33:10,tolong tim yang jelas buat kita player solo capek tim yang aneh aneh kalah frustasi lose treak truss capek makanyaa dari itu ayok player Mobile legends pindah kek HOK lebih seru tim nya jelas gak kayak moonton kasih tim buat player solo jelek jelek skin gratisan sedikit pelit harus selesaikan misi inilah itulah di paksa main sama temen lah kita solo boss tolong yah papi moonton,1,FANDRO ERLIANDO
2025-04-04 13:32:59,setelah up malah sering sekali jaringan langsung drop ketika war nan farm.,2,Jeni ali wahyudi
