`Date,Text,Score,Username
2025-03-31 08:10:53,seru vanget,5,Airin Airin
2025-03-31 08:10:00,woy klo bagi tim yang adilah masa aku dapat tim jelek terus woy yang adil montood,2,khitam el
2025-03-31 08:09:09,sangat bagus,5,Khaidar
2025-03-31 08:08:55,"""SANGAT BAGUS HINGGA SAYA BELI HP BARU UNTUK MAIN MOBILE LEGENDS BANG BANG ""meledak moonton 💥💥💥",5,Nur Ngafifatul
2025-03-31 08:08:49,skin Mulu di bnyakin pink tu di baikin jaringan wifi+data bgus tapi ping jmping 200ms,1,Frederick
2025-03-31 08:08:32,selalu dapat tim troll malesin,1,Julian
2025-03-31 08:08:16,monoton anj kasih tim yang betul napa kagak seimbang trus sering lag padahal sinyal lagi bagus,1,Fanfan 12
2025-03-31 08:05:25,halo mas monton ini knp ya mobal legend leg banget kalo main padahal jaringan bagus,5,Refan Andiana
2025-03-31 08:05:01,"saya sangat senang memainkan game ini,tapi ketika saya main di game ini di mode apapun cuma menag sekali kedua kalinya saya main auto turun pangkat gue,aku hanya meminta tolong kepada monton untuk per mudahkan jalan saya menuju epic atau metic,",5,Semar wae Semar messem
2025-03-31 08:04:50,game nya bagus bgtttt tapi jangan parah parah laa lose treak nya sekalinya ls smpe 6 kali🥲,5,RaelShiki 0809
2025-03-31 08:02:59,tolong buat game ini dapat memberikan tim seimbang karena saya selalu mendapatkan tim buruk saat bermain solo,1,Bill Noah Baboe
2025-03-31 07:59:58,tolong pihak developer karena ketika udah mau masuk in game tiba tiba suka ke reload sendiri ama pas main tiba tiba ke logout dari game akhirnya kredit skor saya rendah karena suka afk,2,PIRROW Eez
2025-03-31 07:59:43,game ini sih sangat bagus menurut saya tetapi saat saya memasuki mode offline saya setiap hari mendapatkan . peringatan system notification dulu saat saya membuka mode offline gk ada system notification masalah jaringan. tetapi hanya system notification masuk ke mode offline mohon untuk moonton diperbaiki game nya.,5,R AND B channel
2025-03-31 07:59:17,susah banget untuk naikin kredit skor saya plis moonton untuk di permudah,1,Arjunarisqiopratama
2025-03-31 07:57:32,Ter lau bayak orang menggunakan cit,2,Edwin Permana
2025-03-31 07:56:25,"GAME BURUK BINTANG 1 PLAYER NYA TOXIC KUALITAS LEBIH BAIK GAME LAMA, DAN KETIKA MAIN BANYAK BUG BANYAK CHITER, PENYEIMBANGAN MATCHMAKING TIDAK SESUAI/SEIMBANG TIDAK REKOMENNNNN!!!! JANGAN MAIN",1,Fahri Minecraft Indonesia
2025-03-31 07:55:25,game paling buruk,1,Yulianus A Manggara
2025-03-31 07:55:16,Game ny seru bgt,5,Faishal Hafizh
2025-03-31 07:54:21,"lag parah sampe kalah game padahal buat YouTube lancar buat main mlbb sinyal jelek burik banget lama"" game ini",1,Tirta Ag
2025-03-31 07:52:55,Kasihlah lawan seimbang bg,5,Willy Sihombing
2025-03-31 07:52:46,Game nya bagus banget tapi di offline ga bisa VS AI kenapa.,5,Adipati Beemde
2025-03-31 07:52:29,nyesal sama montoon,1,Hafizd Tiktok (Granger)
2025-03-31 07:51:13,Saya suka meng hobur,5,tari tari
2025-03-31 07:51:12,Apaan ni game kalah mulu,1,adhan haikal
2025-03-31 07:50:59,"so many challenges, require a time and patience to boost our rank. thanks, Mobile Legend 💯👍",4,MyNameIs Randy
2025-03-31 07:50:54,apalah game ngelag,1,Cako Odin
2025-03-31 07:49:38,"HANYA KAIMAT INI YG COCOK UNTUK GAMES INI L A K N A T DAN BURUK sumpah makin buruh perform dri segi Hero tim draf pic bahkan rool picknya jgk udah jelas keselahan disengaja tp tidak dibaca sistem emang sistem memihak hanya kepada yg memiliki uang jutaan bahkan lebih agar top up Sampek jutaan, tidak menghargai yg hanya top up kecil",1,Fahrizal
2025-03-31 07:49:13,kenapa gw diberi listrik monton🤬,2,Setan Hitam
2025-03-31 07:49:13,"kenapa ketemu dark sistem mulu monton, udh gw gendong tim tetep ae blunder🥸, semoga dark sistem cepet di ilangin ya monton🤗",3,Fatan
2025-03-31 07:48:38,game bagus tapi tolong dibuatin offline ya itu saja🙏🙏,5,Dewasel Lebong
2025-03-31 07:48:22,kerrnnnn,5,wahib MAOLANA
2025-03-31 07:45:39,bagus banget gamenya (tapi boong banyak darksystemnya) ffbkjhhkfcjj!!!!!,5,M Faiz Haidar Alfaro
2025-03-31 07:45:20,"Nggak banyak omong si, cuman itu pas kita pengen ngeliat skin"" Hero kok malah nggak pake skin? Padahal pengen liat efek nya, tolong diperbaiki.",3,Galih Saputra
2025-03-31 07:43:53,kenapa tim sendiri dan tim musuh selalu tidak seimbang coba disesuaikan lagi pemilihan tim nya,3,Ms Azzami
2025-03-31 07:41:25,gem PAOK,1,DAMERIA YANTI
2025-03-31 07:40:54,"patah patah di ram 3 infinix smar ,7 jadi malas main",5,Adi Kolez
2025-03-31 07:37:39,"game gaje jangan di download, sinyal gampang lag",1,Alvin Panji Kasrianto
2025-03-31 07:36:20,game mlbb ini enak sekali tapi yang gak enak nya kalo kredit skor dak mau naikk,5,Abdul aziz Alasyari
2025-03-31 07:36:08,makasi muntun gw ws,5,Bima Windu nugraha
2025-03-31 07:35:56,bagus bgt,5,Masadah3al
2025-03-31 07:35:25,kenapa jadi patah patah gini sih ini game yang lain juga sama kirain gw doang,3,Wildan Hidayat
2025-03-31 07:35:07,keren,5,fery didik86
2025-03-31 07:34:53,Mantep,5,Atep Solihin
2025-03-31 07:31:53,saya yang ketagihan,4,Saudah WD
2025-03-31 07:31:52,sangat memuaskan wakwaw,5,Kevin Kevin
2025-03-31 07:31:34,bisa dibilang bagus sih,5,Alvin Gulo
2025-03-31 07:31:13,"sinyalnya tolong diperbaiki lagi dong moonton, sama matchmakingnya yang gak adil.",5,Sudiono Diono
2025-03-31 07:31:04,game PENGHILANG STRES-_-,5,Janettra Athifa
2025-03-31 07:29:37,permainan bagus tapi tolong atasi performa permainan yang suka patah2 padahal jaringan bagus,5,aira Bima76
2025-03-31 07:29:35,sinyal masih suka tiba-tiba lag saat main,3,GRSK・ Alvin 11
2025-03-31 07:27:38,apa lah klo udah mau naik rank tinggal 1 bintang lagi musuh nya susah geam apa iniiii,1,Willhi Willhi
2025-03-31 07:26:17,Ini game terbaik di dunia saya kasih bintang ⭐⭐⭐⭐⭐,5,Google Sight
2025-03-31 07:25:12,MLBB DI ❤=HATI FF DI 👣 =KAKI,5,Dahlia selamat
2025-03-31 07:24:51,karena ada si hitam jadi menyenangkan game nya😁,5,ALFATH ABDURRAHMANalfath
2025-03-31 07:23:56,👌,5,Augus Tsupardi
2025-03-31 07:23:12,keren game nya kalo lagi bosen tinggal login terus mabar ama temen mantul deh pokoknya,5,Adi Adi
2025-03-31 07:23:06,gameee burikkkk,1,DeMade105
2025-03-31 07:22:17,"Saya kasih bintang lima aja, dari pada nanti di kasih bintang 1 jadi mumet. Inti nya ya, masalah jaringannn bossssss gw nonton yutub aman broo GK muterrr² alaupun make 760p 60fps, tapi kalo main ini gem Halah kaya mo depresi Mulu, gw dah muak jir sama match making nya.",1,Kang_Sans
2025-03-31 07:21:32,Bagus banget aku suka,5,Fadli zon
2025-03-31 07:20:06,banyak buq sinyal monton perbaiki lah susah main ini,2,Ria Riaa
2025-03-31 07:19:32,jaringan nya gajelas padahal buat yang lain lancar,1,Asterix Ara
2025-03-31 07:17:35,game tolol,1,Yunan Romet
2025-03-31 07:14:50,ini game banyak dark sistem nya iya cuma gitu doang,3,ori indonesia
2025-03-31 07:14:22,Keren gemnya,5,Haerul Ramadan
2025-03-31 07:12:51,jaringan ga stabil+ suka patah² abis(update),3,Hatakei Kakashi
2025-03-31 07:10:16,game sangat seru dimainkan,4,Ahmad Adya
2025-03-31 07:08:44,"Sinyal selalu tidak stabil kalau udah masuk match, parah",1,Selova 182
2025-03-31 07:06:14,okee,3,Alya Aulia
2025-03-31 07:06:08,game terkeren,5,Weda Ari
2025-03-31 07:05:30,game bug kocak,1,Faris Sopyan
2025-03-31 07:03:58,ketemu tim bot Mulu parah matchmatcing nya,1,Billy Setiawan
2025-03-31 07:03:48,Game Sangat bagus Dan mengajarkan kesabaran Saat Ketemu para Dark sistem,5,Sahambangun Lidya
2025-03-31 07:03:38,geme gak jelas masak kalah sampek 20 kali,1,Cintaa Devi
2025-03-31 07:02:55,keren mantap hebat terbaik m,5,yosua putra
2025-03-31 07:02:53,kebanyakan drak system moonton di kasih kalah terus sama moonton,2,Salman Alfaressy
2025-03-31 06:59:47,game rusakkkk leg mulu,1,Nadif Al faqih
2025-03-31 06:59:33,mana kenangan tak terlupakan montoon😭,5,PRR_PUTRA G.O.A.T
2025-03-31 06:58:09,pls lah moonton kasi tim yg bagus napa,1,Khairul Hafiz
2025-03-31 06:56:41,👍mantap saya suka dengan geme nya tapi tolong sesuai musuh nya,5,Ponsel Lutfhi
2025-03-31 06:56:05,bagus tapi harus terdownload semua heronya baru bagus,5,Khera Ra
2025-03-31 06:55:38,Tolong moonton agar bisa mereset kata sandi moonton nya harus ada,5,FABVER
2025-03-31 06:54:47,baguss bangett,5,Rohani Manik
2025-03-31 06:53:37,POKOKNYA YI SUN SHIN JANGAN DIREVAMP!!!,5,Redmi Note 10s
2025-03-31 06:52:12,Tidak bisa mengganti akun. padahal sudah mengikuti petunjuk & memasukan Id dengan benar,1,Mia Lifah
2025-03-31 06:51:39,kalok mau epic itu main nya susah banget,4,Danisa Suhaymi
2025-03-31 06:51:19,"kagak jelas ni game bisa bisanya kalau main classic kalah Mulu pas rank kadang menang kadang kalah udah 20 pertandingan klasik kalah melulu heran dah gua udah oke cuma teamnya kagak jelas selalu begitu malam hari juga main classic 10 kali kalah terus heran gua main game kalah melulu dikasih team Chiki, teamnya bot semua gua maki maki kagak ada yang bales gimana dah total 30 pertandingan kalah terus heran gua",1,Humble Minois
2025-03-31 06:50:10,Dimana ml yang dulu?,4,Gibran Raka
2025-03-31 06:48:22,"manteplah gamenya, seru..",5,Habibeh Hibbul
2025-03-31 06:48:16,"Kenapa dah Setiap Main Pasti Jaringanya suka Ngelag-ngelag gak jelas Padahal jaringan Ijo Bagus, ehh pas di Pencet jaringanya malah ping, merah gak jelas banget sih Nihh Game Tolong perbaiki donkk. Min Tolong perbaiki lah Masa saya main Rank kalah menang'' kalah mulu dah kapan Naiknya donk percuma main berjam-jam kalau Naik,Turun Rank, Tolong donk setiap Season kasih Team yg Imbang, jangan Kebanyakaan Draksistem Masa, Musuhnya Manta Imortal,Glory dan Honor B⭐47-48, sedangkan Team sendri Lgd abdi",3,KINGBOARD KINGBOARD
2025-03-31 06:45:23,bagus tapi kadang kadang bikin emosi,5,Candra
2025-03-31 06:45:23,sangat bagus dan menakjubkan,5,Muhammad Subhan
2025-03-31 06:45:21,"Game nya bagus bngt, ada bnyk pilihan hero menarik, skin dengan kualitas bagus, bahkan skinnya juga sering dibagiin secara gratis, makasih Tencent, saya suka bermain Honor Of Kings",5,Kamvrets Forever
2025-03-31 06:45:20,saya suka 🤍🤍,5,Janur Nurjaman
2025-03-31 06:45:04,gem mati suri,1,MAMA LILIK
2025-03-31 06:44:54,"ini knp ya ml saya slalu Stam di logo ml padahal jaringan bagus,saya tunggu dri hari Jumat gabisa login tapi smpe hari ini masih ttp SMA ga bisa login tolong dong fix pasal sudah saya hapus dan download ulang tapi ttp Sma aja ngestak di logo ml nya",1,Deka Firli
2025-03-31 06:44:29,game bagus perfect,5,Muhammad Dhafid
2025-03-31 06:43:52,apalah sinyal gw merah mlu padahal sinyal di data gw ijo monnton benerin kek🙏,2,supri Yatna
2025-03-31 06:43:47,banyak player yang Nge cheat+ matc making nya ga adil😂,1,Rasya Revaldo
2025-03-31 06:42:56,MONTON KENAPA SAYA KASIH BINTANG 2 YA KARNA SAYA KECEWA TOLONG JARINGANNYA DI BENERIN LAGI SETIAP KALI MAIN NGELEG² APALAGI MAIN RANK DAPET TIM BUTUT LAGI ADUUUHHH BOSEN JADINYA MONTOOONNN PLIS BIAR ORANG PADA BETAH JADINYA 1 LAGI KALAU BISA LOGO SQUADNYA BISA BIKIN MASANG SENDIRI BIAR GA SAMAAN SAMA SQUAD YG LAIN KAN JADI LEBIH WOW GITU KALAU BIKIN SENDIRI UDAH ITU AJA BISA SAYA SAMPAIKAN SEMOGA DI BACA & DI LAKUKAN DENGAN SEBAIK BAIKNYA👊,2,WONG DKI
2025-03-31 06:42:43,monton lu nap kasih musuh gitu tapi tim gua draksystem monton monton😡😭,1,Mu Anah
2025-03-31 06:42:08,geme nya bagus dan seru,4,Pengguna Google
2025-03-31 06:41:24,game gj.afk aja gk malah tedeteksi afk gajelas anj,1,Ilham M
2025-03-31 06:40:41,"Bikin sistem match making yang bener la, masa gua solo rank myth ketemu full legend",5,Muhammad Pelangi Octafian 1
2025-03-31 06:40:15,sayakasih seginidoag karna monton kasih musuh nya yg udah Reng tingi jadi susah kalok menang dalam rank,2,Said Diza
2025-03-31 06:38:59,gemenya. sulit. tapi. seru,5,Nova Dhika
2025-03-31 06:38:14,Bagi ku Mobile Legnds bang2 Sangat berguna karna bisa mnghibur diri waktu sedih/kecewa,5,gendhut ID
2025-03-31 06:37:17,seruuuu,5,Abang Dzily
2025-03-31 06:35:16,ALLHAMDULILAH WINSTREAK,5,Zainuddin Muhammad Nuh Nunuh
2025-03-31 06:35:08,baguss🥰🥰,5,An Drian
2025-03-31 06:32:46,LAGI GABUT TANPA AYANG MAIN MOBILE LEGENDS:BANGBANG GABUTNYA ILANG,4,Solibul Fikri
2025-03-31 06:32:26,game plagiat,1,Ransyah Wijaya
2025-03-31 06:31:59,"bagus tapi, kenapa dikasih teman yang bot dan musuh nya pro sih 😡",4,eri susanti
2025-03-31 06:29:39,asu,5,AR Faeyza
2025-03-31 06:26:13,"Sumpah gk adil bgt aku setiap main, selalu dpt tim bot rank ny pd master and musuh gw udh pda mytic,gk adil bgt ya alias tiap gw main rank kalah terus,giliran tmn gw dpt tim yg jago² lawanya drak sistem,tolong jelasin maksudnya ap ya moonton kok gk adil bgt kukira klo aku main ml bkalan senyum² bahagia tpi mlah netesin air mta,gw bner² kecewa ama moonton terima kasih buat deritanya moonton, baru lertama kli ini main gme yg nyakitin hati gw bgt musuh gw selalu nge hujat tim gw, penyesalan besar🙂",1,Malik
2025-03-31 06:24:40,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5,0 0
2025-03-31 06:24:14,balikin mc,1,Juanda Saputra
2025-03-31 06:22:12,game nya bagus bangett aku mabar sama papaku😄😀,5,Ari Setyawati
2025-03-31 06:19:12,tambah Iven baru nya lagi dong😅😅,5,Budi Wahyu Indra
2025-03-31 06:18:50,ada yang ngatain saya poke sama bot,1,Dit Putra
2025-03-31 06:18:19,monton bab1 gw kalah mulu 20 kali krna tim gw pemula trus tim musuh dh sepuh atau dh gg pliss montong yg seimbang lahh jan ke gitu🤮,1,Alvi Agustiani
2025-03-31 06:18:05,my favorit,5,Kalasina Karuwal
2025-03-31 06:16:46,permainan yang gakguna,1,Putu Gede indrawan
2025-03-31 06:16:45,tolong jangan sering ngasih kekalahan 😮‍💨,5,Wahdan Putra
2025-03-31 06:16:24,seru,5,Rizky Agung
2025-03-31 06:16:05,"kasih tim bener dikit Napa naik turun Mulu bintang gw, 1 kali menang 5 kali kalah,udah gitu dari kemaren ngelag mulu",1,Attha Husain
2025-03-31 06:14:56,"kenapa kalo tengah ngeleg trus d kurangi bintang moonton,game bodoh x lama2 ml ni",1,Sumawardi Wardi
2025-03-31 06:13:32,suka🤘😽,4,Tugiman Man
2025-03-31 06:11:14,"Seimbangkan lah Pemain Tim dan pemain musuh Yg ada stress kalau main solo,apalagi kalau tidak punya teman",1,Hoki Jj
2025-03-31 06:10:05,walaupun game ini memakai data game ini seru banget aku suak!,5,Reisa Azzahra
2025-03-31 06:09:15,Seru banget kalo bisa dikasi skin epick per minggu nya wkwk canda monton,5,Pese Pese
2025-03-31 06:09:13,game nya ngeselin bet,5,Sahrul Ramadani
2025-03-31 06:07:18,sinyalnya di perkuat,5,Ainul HIdayat
2025-03-31 06:07:13,suka seru main ml,5,Ani Sabang
2025-03-31 06:05:44,tapi aku tidak bisa download,5,Arvino Nazril
2025-03-31 06:03:57,orang mah yg draksistem blokir aja cape orang naikin,1,Fauzi Apriansah
2025-03-31 06:01:59,permainan nya bayak peminat nya dan bagus juga,5,Asyifah
2025-03-31 05:58:39,sanggah bagus aku suka dan lawan ff jangan kalah saing,5,Haidar Bsk
2025-03-31 05:58:22,waooooo,5,Firda Anjani
2025-03-31 05:57:51,seru sekali,5,Abizar Alghifari
2025-03-31 05:57:45,males main di kasih dark sistem mulu cape ga seru game nya pilih kasih musuh di kasih tim jago giliran gw dark sistem tololll,1,UlumXaul22 UlumXaul22
2025-03-31 05:57:29,game tolol,1,Kadek Devandra
2025-03-31 05:54:57,bagus,5,ridho yulianandra
2025-03-31 05:53:48,bagusss,5,Kadekmitaaa Putrii
2025-03-31 05:53:19,mantap,5,Kevin Ardiansyah
2025-03-31 05:52:57,gabisa di download,1,Artinus Hura
2025-03-31 05:52:45,kurangin dark system,1,Sahara Lubis
2025-03-31 05:52:43,moontoon yg terhormat Tolong bocil² dark system yg segaja troll tolong diban. strmeer jga bnyk troll trimah lsh,1,Sandro Situmorang
2025-03-31 05:52:21,aplikasinya enak tapi terlalu banyak dark sistem jadi agak susah saya mainnya,5,Rizky Ramadhan
2025-03-31 05:52:19,suka ngelek ngelek gak jelas,1,Farhan Said
2025-03-31 05:51:47,bagus,5,Siti Rumyana
2025-03-31 05:49:35,game nya hanya untuk SMP dan SMA dan lain lain,5,suparman mbojo
2025-03-31 05:49:27,ini game sangat seru tapi Moonton kenapa pas habis Bater kalo di main nin hp nya di cas langsung di anggap afk dan juga ngbug btw jangan turunnin rank pas turun season dah itu aja,3,Muhammad Azka
2025-03-31 05:49:00,Mantul Hahahahahahahahah,5,ilham ilham
2025-03-31 05:47:37,keren,5,Sulaiman Hidayat
2025-03-31 05:47:17,bagus mL,5,Ambarputut17
2025-03-31 05:47:08,game nya sangat seru saya kasih 💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯❤❤❤❤❤❤👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,Ianka Arianto
2025-03-31 05:46:26,min kok akhir akhir ini main sering lag ya padahal jaringan kalo buka youtube atau instagram baik baik aja tolong pencerahanya,1,Saprizal Azhar
2025-03-31 05:46:12,Lag Tai,1,BayPra
2025-03-31 05:43:34,bagus tapi kawanya dark sistem,4,Aufa Nakhlan
2025-03-31 05:42:09,lawan nya gak ngotak pro semua sampai lostrek,1,Assidiq Mukasyafah
2025-03-31 05:42:01,Gem seru kalian wajib donlod makasih,5,Oji Kampret
2025-03-31 05:41:51,permainan bagus tapi pas nemu lawan gak se imbang kayak mabar renk kda setelah pertandingan saya selalu dapet tim yang buruk banget,2,Seling Murti
2025-03-31 05:40:59,game nya gak jelas dan burik pas mau pensiun baru dia baik dan juga gak ad rumah nya😠😠😠😠😠,1,Reska amelia
2025-03-31 05:40:51,lumayan,3,Muhammad Nurrohim
2025-03-31 05:40:21,gem nya burik Nggak jelas,1,Akmal Bkl22
2025-03-31 05:39:47,good game,5,Afiq Rayyan
2025-03-31 05:39:01,game tolol ga jelas,1,FAUZAN FAUZAN
2025-03-31 05:36:28,kalau gak menang gua hapus,1,Arjuna Marcelo
2025-03-31 05:35:51,bagus,5,Oab Jkk
2025-03-31 05:35:47,mantap,5,Goesmoyz Shadow
2025-03-31 05:34:46,walaupun sering kalah tapi Aku MVP walaupun kalah banyak Hero ada juga sih menangnya Hero yang sering digunakan adalah dyroth martis,5,Ernawan Abo
2025-03-31 05:34:09,"Game apa ini, saat saya solo rank time gw pada bot gw MVP 4 lainnya coklat aduh""",1,SUMISWAN SIN
2025-03-31 05:33:18,"Mobile Legends adalah game paling buruk yang pernah saya mainkan. Dari sistem Matchmacking yang tidak seimbang, kadang mendapatkan tim yang buruk, sedangkan tim lawan diluar kemampuan, sistem Gacha yang kikir, sinyal yang tiba-tiba lag, Bug, dan lain-lain. Tolong MONTOON untuk bisa diatasi, karena sudah cukup meresahkan. (DISCLAIMER : Game ini hanya untuk orang yang sabar. Jika sudah kecanduan, rusak akhlak anda)",1,Zaky Adi neva
2025-03-31 05:32:57,game busuk,1,Jepri Eppi
2025-03-31 05:32:43,seru dan ada skin menarik,5,Nur
2025-03-31 05:32:21,pokoknya bes dasyat yang hero Granger mantep pokoknya titik,5,Erlyta Arsyfasalsabila
2025-03-31 05:32:13,Game ramah anak,5,dewa 19baru
2025-03-31 05:31:21,tolong keluarkan saya dari costum,2,Mhd Pasha
2025-03-31 05:31:10,bagus,5,Adit Tita
2025-03-31 05:30:37,good job,5,Tiara Nuri
2025-03-31 05:30:07,Gamenya bagus saya kasih bintang 5 tapi saya punya keluhan pas rank tiba2 kaya lag banget tuh padahal jaringan stabil sama wifi juga biasa aja tapi tolong diperbaiki lagi ya....🙏,5,Suharnani Nani
2025-03-31 05:30:02,game MOBA favoritku,5,Pel Joh
2025-03-31 05:29:57,saya tidak bisa donlot,1,Zahra Lorenzo
2025-03-31 05:29:46,game nya sangat bagus dan HD saya sangat suka,5,Marcell Curup
2025-03-31 05:29:11,"System match benerin, yaa kali bisa ketemu 4 user MM!!!!!!!! belajar dari HOK pls!!!!!!",1,Diky A
2025-03-31 05:28:48,game bobrok sistemnya GK jelas,1,Wawan Nasution
2025-03-31 05:26:18,given an unclear team even though they have lost 5 times or more (dikasih tim gak jelas padahal udah kalah 5 kali atau lebih),1,Fahrii Saja
2025-03-31 05:26:04,"Saat Bermain solo selalu dapet tim bodoh,dan saat melaporkan tim yg jelas jelas salah tapi tidak di anggap salah,jadi aku kasih bintang 1 ,jelek",1,Isromi Robirohim
2025-03-31 05:25:48,banyak nya drak sistem moontom,4,Pasga Rrr
2025-03-31 05:25:41,Gua kecewa sama gem ini tim gak pernah bener Reng aja turun terus tim beban lah drak sistem lah ini gem terkutuk,1,Al Fhatir
2025-03-31 05:24:43,bagus,4,Gregorius Arfan
2025-03-31 05:23:21,bagus banget,4,Algi Fari
2025-03-31 05:23:15,Saya suka gem ini sangat cocok untuk hiburan,5,Ahmad Khoirun niam Iim
2025-03-31 05:23:12,"ini kenapa saya login pas loading masuk ke game nya gk bisa tulisanya""jaringan anda 5ms hubungkan ke server"" kenapa @mobile legends indonesia",1,Jaka Jaka
2025-03-31 05:22:19,Moonton tolong lh ksih sinyal yg bagus ngapa udah 4G tetep susah gimna coba cape di bacotin team mulu😭😭,1,Rah Wati
2025-03-31 05:22:08,game ngelegan kalah mulu,1,Noval Dwi sampurno
2025-03-31 05:19:44,karena game nya bikin gua pusing los streak mulu,1,Ikhsanzz
2025-03-31 05:19:15,seruu banget,5,MUHAMAD AZKA
2025-03-31 05:17:33,karna seruuuuuu banget,5,Erna Muryanti
2025-03-31 05:17:18,banyak iklan mending main efef,1,mochridwan Ridwan
2025-03-31 05:17:18,kenapa sih dikasi tim beban terus,1,Kenzho Zakaria
2025-03-31 05:17:05,keren gamenya,5,Rika Puspita Sari
2025-03-31 05:16:57,"game ini sangat seru banget,bahkan ada banyak Hero dan skin.tapi tolong perbaiki koneksi yg lebih baik. thanks Moonton 👍👍",5,Andika Rafa Fahrezy
2025-03-31 05:16:42,bagus 😂😂,5,Carrissa Tri Early masyuti
2025-03-31 05:16:21,bagus sih,5,Akbar Wahyuda
2025-03-31 05:15:21,seru banget,5,Prabu 4563
2025-03-31 05:15:07,"tolong buat developer moonton kenapa saat pertandingan terjadi lag padahal jaringan bagus, tapi kok ngelag saat war apakah karna jaringan atau sistem dari gamenya mohon dikoreksi🙏",1,Fendi Fendi
2025-03-31 05:15:01,"aku suka sama mlbb,moonton selalu liris in skin yang bagus bagus banget sama hero"" yang gambang di mainin",5,Gisellee Anastasya
2025-03-31 05:13:52,tolong berikan tim yang seimbang biar permainan semakin seru tolol,5,HANDI STEVANO PUTRA ASPARI
2025-03-31 05:12:33,seru karena bisa ovline,5,Arfa Nhabyl
2025-03-31 05:12:23,"kalian memberi tim yang sangat tidak cocok , jadi saya ksih bintang 1",1,Riando Makatita
2025-03-31 05:11:30,seru,5,Dafariga
2025-03-31 05:10:56,"jaringan di perbaiki....ngaco.... buat stremng,nggane lain...oke2 ja...gilirn buat main ni game....hdwwwhhh...parah TIDAK PUASSSSSSSSSSS😡😡😡😡😡",1,Putra Biasa
2025-03-31 05:08:30,sekarang lumayan cuma untuk perfoma jaringan tolong di perbaiki sekian dari saya semoga membantu,4,Nur maya Indahwati
2025-03-31 05:08:29,keren,5,Zafran
2025-03-31 05:08:15,Keren game nya,1,Raffa Adera297
2025-03-31 05:06:43,tolong monton ml sekarang ada iklan terus sih gak jelas,5,Ahmad Rizky
2025-03-31 05:06:36,Hebat sih tapi game ini suka ngelak banget coy😱😱😱.,5,Hansen Handi Irawan
2025-03-31 05:03:08,KENAPA SERING DC SENDIRI,1,Angger Gilang
2025-03-31 05:02:44,game ini sangat ber kongkok. dan sangat bibir. setiap kali saya main selalu dapat tim yg tdak jelas. dan saya berpikiran untuk mencari tim yg waras. dan yg sangat penting tdak ada cewek yg mau sama saya!,2,Danzo Hercules
2025-03-31 05:02:11,Game kuntul,1,Dion Durantez
2025-03-31 05:00:34,kurang keras musuhnya moonton,5,Arnold Zeth Rima
2025-03-31 04:59:15,ok,5,Kurdi Kurdi kurniawan
2025-03-31 04:58:23,"sumpah, makin kesini makin banyak masalah, terutama dijaringan, ini gatau server down atau cheater, klo emang server down tolong pihak developer nya perbaiki, jangan banyakin event event nya aja, klo yang diutamain event ketimbang kenyamanan player mending tutup aja, trus juga klo emg cheater tolong juga dari pihak developer nya segera ditindak lanjuti, kami jujur sangat kecewa dengan mobile legends sekarang, tutup aja game nya kalau hal ini disepelekan",1,Luthob Official
2025-03-31 04:58:04,"aplikasi penuh dark system, system tidak adil, game yang sangat buruk",1,Queenra
2025-03-31 04:56:39,"untuk MOONTON, sekarang terdapat banyak oknum yang pura-pura ngundang untuk by one atau satu lawan satu dan ternyata di game tidak ada satupun pemain. Kemudian didalam game permainannya suka dipause-pause oleh oknum ini. Tolong diberi perlakuan yang adil agar oknum seperti ini musnah dan tidak dapat bermain Mobile Legends lagi. Trimakasih sudah mau mendengarkan kami para pemain Moonton. 🙏🙏",4,Carlos Sirait
2025-03-31 04:56:06,oy monton gw skrg lagi maen sinyal tiba-tiba lag tolong di benrkan tolong kasi jeda apa bila sedang perbaikan,1,Faris Ramadhan
2025-03-31 04:56:02,"Isi game nya Dark sistem semua, bsa g kasih tim tu yg bner. eh ini mlah di ksih tim yg g bisa main, jdi klo mau naikin rank itu susah, turun bintang terus menerus, minimal ksih tim yg bner lah moonton msa 1 tim isi nya dark sistem smua.muntun pls gw juga maw naek rank .",1,Bunda KabarDe
2025-03-31 04:53:04,ml burik tolong hapus aja ini game nya,1,Zena Zea
2025-03-31 04:50:52,om montoong baned akun asiffa14 dia pake miga sok sombong kalo udah di baned aku kasih lagi bintang lima🙏,4,Abraham Pratama
2025-03-31 04:50:47,tanggung jawab ga! aku jadi kecanduan nge rank😡😡,5,m3latix
2025-03-31 04:50:02,"agak kesel sih di season ini, dapet tim yang ga sepadan sama lawannya, capek main rank deff terus, udah berkali kali losstreak sampe capek main, tolong kalo battlefield kasih tim yang bagus🙏",3,Angel Ekassyifa Septiana
2025-03-31 04:49:17,Saya bertahun2 bermain ml tidak pernah hoki karena rate hadiah terlalu kecil,1,•.•
2025-03-31 04:49:07,bagus jadi bisa adu rank😆,5,Queenbe Xavier
2025-03-31 04:48:38,Sangat bagus untuk menghilangkan gabut,5,Indri Aaniii
